Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
14-11,ALBION RD @ HUNT CLUB RD,371866.49913,5024321.75237,-75.64401061820,45.35563305140,2014-01-01,10:20:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
14-12,DALY AVE btwn CHARLOTTE ST & WURTEMBURG ST,369342.81943,5032727.91219,-75.67511799320,45.43150574930,2014-01-01,11:45:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-13,ST. JOSEPH BLVD @ TENTH LINE RD,382889.28289,5038665.69234,-75.50107021630,45.48354739010,2014-01-01,1:13:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-14,BEATRICE DR btwn KILBARRON RD & LETOURNEAU ST,364964.90443,5016700.05020,-75.73301522380,45.28767983570,2014-01-01,1:42:00 PM,01 - Clear,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-15,BASELINE RD @ MONTEREY DR,359793.16413,5022155.24531,-75.79833412580,45.33718968070,2014-01-01,2:24:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-16,RIVERSIDE DR @ PLEASANT PARK RD,369561.25100,5028415.49593,-75.67289324310,45.39268401070,2014-01-01,12:00:00 AM,01 - Clear,00 - Unknown,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
14-17,JEANNE D'ARC BLVD @ ORLEANS BLVD S,380940.74450,5036251.34006,-75.52636668170,45.46204028490,2014-01-01,2:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-18,LAMBETH WALK btwn ELMIRA DR & GATEWAY RD,361624.26955,5024032.35670,-75.77475698160,45.35393393970,2014-01-01,3:10:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,01 - Approaching,0
14-19,MACKENZIE AVE @ MURRAY ST,367639.19613,5032384.34676,-75.69693261380,45.42856961850,2014-01-01,2:05:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
14-20,SNAKE ISLAND RD @ STAGECOACH RD,378063.26447,5006582.14566,-75.56754749340,45.19539920070,2014-01-01,4:43:00 PM,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-21,FONTENAY CRES btwn FONTENAY CRT & HOLMES CRES,371594.07643,5024456.22412,-75.64746907210,45.35686898620,2014-01-01,7:56:00 PM,01 - Clear,07 - Dark,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-22,FALLOWFIELD RD @ WOODROFFE AVE,365085.65697,5017904.45743,-75.73132961180,45.29850668610,2014-01-01,7:42:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
14-23,BANK ST @ CONROY RD,375044.75010,5022239.25936,-75.60374629930,45.33658447180,2014-01-01,8:53:00 PM,01 - Clear,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-24,SMYTH RD btwn HAIG DR & SAUNDERSON DR,372583.48282,5029300.32280,-75.63417716820,45.40035929190,2014-01-01,8:59:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
14-25,BEATRICE DR @ STRANDHERD DR,365527.88397,5015322.24236,-75.72600758410,45.27523396030,2014-01-01,10:05:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
14-26,WOLMSLEY CRES btwn RIDGEPARK PRIV & GLENRIDGE RD,364962.71855,5022923.77893,-75.73228725980,45.34368062570,2014-01-01,5:00:00 PM,01 - Clear,05 - Dusk,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-27,GLADWIN CRES @ LANCASTER RD,373459.22653,5029475.80899,-75.62296785790,45.40185289860,2014-01-02,8:01:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
14-28,RICHMOND RD btwn BASELINE RD TURN LANE & NORTHSIDE RD,358533.64984,5021594.83049,-75.81446413090,45.33224462930,2014-01-02,8:08:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
14-29,STONEHAVEN DR @ SAWYER WAY/SUMMITVIEW DR,356562.68024,5015861.30459,-75.84020691850,45.28080169610,2014-01-02,8:43:00 AM,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,02 - Not functioning,03 - P.D. only,01 - Approaching,0
14-30,REGIONAL ROAD 174 btwn OR174 IC101 RAMP36 & OR174 IC101 RAMP26,382599.05526,5038833.00564,-75.50475577780,45.48508512940,2014-01-02,9:29:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
14-31,KING EDWARD AVE @ ST. ANDREW ST,368160.70000,5032969.34326,-75.69019333200,45.43378615950,2014-01-02,9:37:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-32,ST. JOSEPH BLVD btwn ORLEANS BLVD & COUSINEAU ST,380693.22017,5037019.73928,-75.52941274460,45.46898065710,2014-01-02,10:10:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-33,HWY 417 VANIER IC117R63 @ VANIER PKWY,370799.57882,5031398.01479,-75.65668025330,45.41940393340,2014-01-02,10:25:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-34,KING EDWARD AVE @ RIDEAU ST,368511.70720,5032414.34966,-75.68577940890,45.42876063840,2014-01-02,9:15:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
14-35,RIVERSIDE DR NB btwn BANK ST & RIVERSIDE DR NB RAMP FROM EB TO WB,369342.73991,5027940.94073,-75.67574576520,45.38843429050,2014-01-02,10:00:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,02 - Angle,0
14-36,WALKLEY RD @ DON REID DR/RYDER ST,372601.72690,5027283.30943,-75.63422130480,45.38220929040,2014-01-02,11:20:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-37,RAILMARKET PRIV @ TERMINAL AVE,371419.58190,5030901.18490,-75.64882611190,45.41487490880,2014-01-02,11:28:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
14-38,HAWTHORNE AVE/ISABELLA ST @ QUEEN ELIZABETH DR,368665.71150,5030477.33266,-75.68406255620,45.41131799670,2014-01-02,11:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-39,RIVERSIDE DR NB btwn INDUSTRIAL AVE & TREMBLAY RD,370722.74141,5030709.41018,-75.65775406510,45.41321539320,2014-01-02,11:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
14-40,HERON RD @ ALTA VISTA DR,370492.21543,5026903.29756,-75.66120584460,45.37899106740,2014-01-02,12:53:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-41,TERMINAL AVE btwn RAILMARKET PRIV & TRAINYARDS DR,371799.65499,5030838.14712,-75.64397917110,45.41427143410,2014-01-02,11:35:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
14-42,BAY ST btwn CATHERINE ST & END,367620.70653,5030030.54422,-75.69746896890,45.40739251610,2014-01-02,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-43,AVONMORE CRES btwn VERMONT AVE & VERMONT AVE,366576.89447,5016483.67546,-75.71249437030,45.28559307380,2014-01-02,11:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-44,BANK ST btwn BANK ST EXTENSION NB & JOHNSTON RD,370806.10312,5024935.59888,-75.65746130960,45.36125687070,2014-01-02,1:09:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
14-45,BANK ST @ JOHNSTON RD,370851.73050,5024839.27441,-75.65689183270,45.36038587630,2014-01-02,1:00:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-46,BANK ST btwn WALKLEY RD & SURREY AVE,370381.24762,5025816.65884,-75.66276688020,45.36922424400,2014-01-02,1:26:00 PM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-47,WEST HUNT CLUB RD @ WOODROFFE AVE,363670.18403,5021246.74249,-75.74897884740,45.32870045230,2014-01-02,12:50:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-48,MCARTHUR AVE btwn MAYFIELD ST & VANIER PKWY,370105.74109,5032678.44205,-75.66537515670,45.43098981110,2014-01-02,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
14-49,CORNELL ST @ BASELINE RD,360389.16293,5022456.75139,-75.79069639900,45.33985566540,2014-01-02,2:24:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
14-50,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,353673.62490,5018425.72743,-75.87677732700,45.30408375250,2014-01-02,2:10:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-51,RIVERSIDE DR NB btwn SAN REMO PRIV & INDUSTRIAL AVE,370570.65016,5030434.63198,-75.65973367590,45.41075735860,2014-01-02,1:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-52,KITCHENER AVE @ BANK ST,370541.38307,5025500.73216,-75.66076479380,45.36636663570,2014-01-02,2:47:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-53,BANK ST btwn BANK ST EXTENSION NB & JOHNSTON RD,370841.59108,5024864.62296,-75.65701785450,45.36061491010,2014-01-02,2:00:00 PM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-54,KING EDWARD AVE @ OSGOODE ST/THOMAS MORE PRIV,368849.70680,5031852.82849,-75.68153331640,45.42367740590,2014-01-02,1:30:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-55,WOODROFFE AVE/HWY 417 WOODROFF IC127R25 @ HWY,362179.77702,5024695.76538,-75.76759066450,45.35985800540,2014-01-02,1:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-56,ROLLING BROOK DR btwn LARIVIERE CRES & WESTWATER CRES,381097.08720,5033799.85624,-75.52474801390,45.43996672110,2014-01-02,2:15:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,02 - Angle,0
14-57,SOMERSET ST    W btwn BECKINGTON PRIV & BANK ST,367634.37337,5030879.31608,-75.69718619720,45.41502827650,2014-01-02,4:32:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
14-58,GERRY LALONDE DR btwn BRIAN COBURN BLVD & CHINIAN ST/TRIGORIA CRES,383452.09900,5034851.77300,-75.49448201180,45.44916999450,2014-01-02,3:40:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,99 - Other,0
14-59,RIVERSIDE DR @ UPLANDS DR/KIMBERWICK CRES N,368194.71600,5022793.50040,-75.69106573610,45.34222376760,2014-01-02,5:17:00 PM,01 - Clear,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
14-60,CARLING AVE @ CARLINGWOOD SC,362073.08204,5025919.00001,-75.76881064650,45.37087328980,2014-01-02,5:20:00 PM,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-61,PARKDALE AVE @ SCOTT ST,364949.70360,5029726.30631,-75.73162484270,45.40488968860,2014-01-02,5:30:00 PM,01 - Clear,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
14-62,ARGYLE AVE @ O'CONNOR ST,368184.71080,5030486.33346,-75.69020596200,45.41144271310,2014-01-02,5:31:00 PM,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-63,BLAIR RD @ INNES RD,375578.73490,5031440.31556,-75.59561517070,45.41931737770,2014-01-02,5:44:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
14-64,ALEXANDER ST @ SUSSEX DR,367892.20697,5034016.36236,-75.69349036500,45.44323113590,2014-01-02,4:45:00 PM,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-65,DU GRAND BOIS AVE @ INNES RD,383109.75540,5035763.32296,-75.49871285360,45.45740977200,2014-01-02,4:20:00 PM,01 - Clear,05 - Dusk,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-66,TRIM RD btwn HENN DR & SMITH RD,388760.55966,5031867.28722,-75.42713723820,45.42170117820,2014-01-02,6:20:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,05 - Turning movement,0
14-67,INDUSTRIAL AVE @ RIVERSIDE DR,370684.71860,5030592.29991,-75.65825545570,45.41216526240,2014-01-02,5:15:00 PM,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-68,TERRY FOX DR btwn CASTLEFRANK RD & TRANS CANADA TRAIL,353248.50837,5016005.44161,-75.88243439440,45.28233489380,2014-01-02,6:56:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
14-69,BASELINE RD @ WOODROFFE AVE,362550.19717,5023771.77213,-75.76297086250,45.35151357490,2014-01-02,7:18:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-70,HUNT CLUB RD @ DOWNPATRICK RD/MCCARTHY RD,370508.20833,5023397.66540,-75.66146779380,45.34744699100,2014-01-02,7:44:00 PM,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
14-71,LONGFIELDS DR btwn DEERCROFT AVE & STRANDHERD DR,364525.48984,5015215.65677,-75.73879503520,45.27436076270,2014-01-02,7:48:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
14-72,GREENBANK RD btwn LISA AVE & BASELINE RD,360595.65642,5022591.34431,-75.78804661980,45.34105033910,2014-01-02,7:30:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-73,CARLING AVE EB btwn EDGEWORTH AVE & FOX CRES,361312.87031,5025440.49398,-75.77857001500,45.36662944260,2014-01-02,9:37:00 PM,01 - Clear,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-74,BLAIR RD @ MEADOWBROOK RD,375193.77064,5032313.97894,-75.60040864800,45.42721695440,2014-01-02,9:50:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
14-75,GREENBANK RD btwn LISA AVE & TO BE DETERMINED,360556.19601,5022904.89894,-75.78851475640,45.34387483740,2014-01-02,10:32:00 PM,03 - Snow,07 - Dark,05 - Packed snow,10 - No control,,03 - P.D. only,07 - SMV other,0
14-76,WEST HUNT CLUB RD EB btwn 545 E OF ROYDON PL/SUNDERLAND ST & ANTARES D,367052.83927,5022162.66566,-75.70571435160,45.33664988970,2014-01-02,10:46:00 PM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
14-77,ARGYLE AVE @ O'CONNOR ST,368184.71080,5030485.31951,-75.69020609240,45.41143358950,2014-01-02,11:08:00 PM,01 - Clear,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
14-78,BOUNDARY RD btwn MITCH OWENS RD & DEVINE RD,388321.28957,5021547.99338,-75.43449449910,45.32891033670,2014-01-02,11:00:00 PM,01 - Clear,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
14-79,BLACKBURN BYPASS WB btwn 1700 W OF NAVAN RD & INNES RD W,378121.14253,5032369.85539,-75.56299515570,45.42741895600,2014-01-03,6:17:00 AM,01 - Clear,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
14-80,RUSSELL RD btwn RUSSELL RD & WALKLEY RD,374706.81337,5028461.53047,-75.60717722870,45.39260345550,2014-01-03,7:04:00 AM,01 - Clear,03 - Dawn,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
14-81,WALKLEY EXTENSION RD btwn HWY417 IC110 RAMP66 & RAMSAYVILLE RD,376285.78389,5029339.18138,-75.58688659460,45.40034067880,2014-01-03,7:13:00 AM,05 - Drifting Snow,03 - Dawn,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
14-82,CUMMINGS AVE btwn OGILVIE RD & LABELLE ST,372795.36152,5032081.61232,-75.63108738810,45.42536350090,2014-01-03,7:23:00 AM,01 - Clear,03 - Dawn,06 - Ice,10 - No control,,03 - P.D. only,01 - Approaching,0
14-83,LIMEBANK RD @ SPRATT RD,369776.99930,5016878.72940,-75.67165323120,45.28885916140,2014-01-03,7:43:00 AM,00 - Unknown,03 - Dawn,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
14-84,BRONSON AVE RAMP 42 btwn BRONSON AVE RAMP 24A/42B & BRONSON AVE RAMP 2,368590.41426,5026971.44971,-75.68547777280,45.37978001900,2014-01-03,7:54:00 AM,01 - Clear,03 - Dawn,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
14-85,BRONSON AVE RAMP 62 btwn BRONSON AVE RAMP 42C/52 & HERON RD WB,368787.05934,5026741.04915,-75.68299698070,45.37768900960,2014-01-03,7:50:00 AM,01 - Clear,03 - Dawn,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
14-86,WOODROFFE AVE btwn DAVID DR & TURN LANE,362987.28022,5022892.03879,-75.75749662060,45.34356167580,2014-01-03,7:59:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
14-87,RIVER RD btwn BRIDGE ST & ROYAL PALM CRES,370180.05694,5009785.56317,-75.66744870410,45.22499841540,2014-01-03,8:04:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
14-88,CENTREPOINTE DR btwn Continuation of CENTREPOINTE DR & HEMMINGWOOD WAY,362279.86461,5023269.13768,-75.76647908330,45.34701311300,2014-01-03,8:19:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
14-89,WALKLEY RD btwn DON REID DR/RYDER ST & 160 W OF CONROY RD,372689.43286,5027337.52245,-75.63309403650,45.38268858350,2014-01-03,8:15:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-90,KANATA AVE @ EARL GREY DR,350951.75420,5019284.40241,-75.91140399640,45.31199444560,2014-01-03,8:22:00 AM,03 - Snow,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
14-91,AGINCOURT RD @ MAITLAND AVE,363447.92117,5025449.29233,-75.75131571070,45.36653321360,2014-01-03,8:29:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
14-92,SCOTT ST btwn GRANGE AVE & SMIRLE AVE,364494.58267,5029447.74708,-75.73747193120,45.40242223220,2014-01-03,8:31:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
14-93,TRIM RD @ WATTERS RD,384964.14513,5038718.84333,-75.47452381630,45.48379041250,2014-01-03,8:33:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
14-94,MERIVALE RD btwn LEASIDE AVE & COLDREY AVE,364884.56438,5027331.96138,-75.73274847580,45.38335146040,2014-01-03,8:35:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,03 - Rear end,0
14-95,CASTLEFRANK RD btwn KANATA AVE & KATIMAVIK RD,351925.81383,5018972.05395,-75.89901172020,45.30911916820,2014-01-03,8:45:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
14-96,FALLOWFIELD RD btwn VIA PARK PL/275 W OF WOODROFFE AVE & TRANSIT,364827.46544,5017755.12103,-75.73463945810,45.29718507170,2014-01-03,8:53:00 AM,03 - Snow,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
14-97,INNES RD btwn TAUVETTE ST & GRAVELLE CRES,377426.83879,5032513.97992,-75.57184555370,45.42878813420,2014-01-03,8:58:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
14-98,HAWTHORNE RD btwn AGES DR & STEVENAGE DR,375134.20565,5027320.88788,-75.60188196320,45.38229772220,2014-01-03,8:57:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
14-99,GREENBANK RD btwn MARKETPLACE AVE & JOCKVALE RD,364083.66499,5014421.92154,-75.74452038720,45.26725611050,2014-01-03,8:58:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,01 - Approaching,0
14-100,TENTH LINE RD @ TENTH LINE RD,383530.16770,5037155.80411,-75.49311517820,45.46989082130,2014-01-03,8:59:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
14-101,HERON RD @ ALTA VISTA DR,370491.70846,5026903.29756,-75.66121231630,45.37899111490,2014-01-03,9:02:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
14-102,BURTON RD @ FRONTIER RD,390286.50093,5020261.44872,-75.40965031950,45.31709857440,2014-01-03,9:04:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,00 - Unknown,03 - P.D. only,07 - SMV other,0
14-103,DUROCHER ST @ MONTREAL RD,370136.20153,5033101.83909,-75.66492972210,45.43479651620,2014-01-03,9:04:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,00 - Unknown,02 - Non-fatal injury,03 - Rear end,0
14-104,JOHNSTON RD btwn ALLANFORD AVE & CONROY RD,373266.51559,5026244.83496,-75.62587741240,45.37280087740,2014-01-03,9:08:00 AM,01 - Clear,01 - Daylight,03 - Loose snow,10 - No control,,02 - Non-fatal injury,01 - Approaching,0
14-105,CALDWELL AVE @ MERIVALE RD,364906.92407,5026230.41220,-75.73259707010,45.37343800200,2014-01-03,9:11:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
