Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
13-12,ROLLAND AVE btwn SANTA CRUZ PRIV & SANTA CRUZ PRIV,371009.80549,5030340.05037,-75.65413647460,45.40986494270,2013-01-01,4:30:00 AM,01 - Clear,07 - Dark,04 - Slush,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-13,CUMBERLAND ST @ YORK ST,368259.10155,5032529.29426,-75.68899251090,45.42981783410,2013-01-01,3:00:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-14,REGIONAL ROAD 174 btwn OR174 IC102 RAMP61 & OR174 IC101 RAMP36,382060.64690,5038532.30614,-75.51168964130,45.48243949860,2013-01-01,4:22:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
13-15,INNES RD @ TENTH LINE RD,383949.06242,5036164.01588,-75.48791845050,45.46092027440,2013-01-01,4:59:00 PM,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-16,BANK ST btwn ALTA VISTA DR & WALKLEY RD,370330.84235,5025982.47538,-75.66338830650,45.37072092350,2013-01-01,5:35:00 PM,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-17,DENHAM WAY btwn IVA ST & GREER ST,350488.16954,5015150.92308,-75.91769678050,45.27483048910,2013-01-01,5:00:00 PM,01 - Clear,05 - Dusk,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-18,ST. LAURENT BLVD btwn SHORE ST & BELFAST RD,372820.25635,5030686.68902,-75.63096186140,45.41281022170,2013-01-01,5:05:00 PM,01 - Clear,05 - Dusk,04 - Slush,10 - No control,,03 - P.D. only,03 - Rear end,0
13-19,ALBION RD @ HUNT CLUB RD,371874.92799,5024325.78273,-75.64390250290,45.35566850840,2013-01-01,6:42:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-20,ST. JOSEPH BLVD/OLD MONTREAL RD @ TRIM RD,384687.24762,5039290.83764,-75.47797231100,45.48896840060,2013-01-01,8:20:00 PM,01 - Clear,07 - Dark,99 - Other,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-21,DAZE ST @ 200 W OF BANK ST/SOUTHKEYS SC,371199.82935,5024143.80413,-75.65254247840,45.35409537790,2013-01-01,9:26:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-22,NICHOLAS ST SB btwn RAMP & LAURIER AVE E,368337.53592,5031857.87067,-75.68807683820,45.42376948120,2013-01-01,10:12:00 PM,01 - Clear,07 - Dark,05 - Packed snow,10 - No control,,03 - P.D. only,07 - SMV other,0
13-23,GARFIELD AVE @ MAITLAND AVE,363347.18818,5025563.74294,-75.75258796980,45.36757144760,2013-01-01,11:41:00 PM,03 - Snow,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
13-24,BATHGATE DR btwn PLUMBER AVE & BATHGATE DR,373546.38542,5033607.88798,-75.62127808680,45.43902273270,2013-01-02,2:15:00 AM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
13-25,CEDAR ACRES DR btwn CEDAR LANE & END,376919.33814,5012727.40892,-75.58121456230,45.25081046160,2013-01-02,6:45:00 AM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-26,RENAUD RD @ SADDLERIDGE DR,381580.83510,5032591.70000,-75.51875393120,45.42904371980,2013-01-02,7:12:00 AM,01 - Clear,03 - Dawn,03 - Loose snow,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
13-27,8TH LINE RD @ MITCH OWENS RD,382363.69519,5018785.40704,-75.51091800150,45.30473798250,2013-01-02,7:44:00 AM,01 - Clear,03 - Dawn,02 - Wet,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-28,RENAUD RD @ SADDLERIDGE DR,381580.83510,5032591.70000,-75.51875393120,45.42904371980,2013-01-02,7:29:00 AM,01 - Clear,03 - Dawn,03 - Loose snow,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,01 - Approaching,0
13-29,TERRY FOX DR @ EDGEWATER ST/WALTER BAKER PL,351779.40674,5017610.61591,-75.90100774730,45.29687841110,2013-01-02,9:01:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-30,GARFIELD AVE @ MAITLAND AVE,363341.79256,5025566.98264,-75.75265646010,45.36760104870,2013-01-02,9:16:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-31,COLDREY AVE @ KIRKWOOD AVE,364439.59474,5027142.61446,-75.73845289720,45.38168577520,2013-01-02,9:25:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-32,HAWTHORNE RD btwn STEVENAGE DR & HUNT CLUB RD,375191.59703,5027185.97139,-75.60116844420,45.38107804480,2013-01-02,9:49:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,02 - Non-fatal injury,02 - Angle,0
13-33,HAWTHORNE AVE btwn COLONEL BY DR & MAIN ST,368900.56595,5030600.57519,-75.68104637570,45.41240541810,2013-01-02,10:57:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
13-34,DEAN MARTIN CRES btwn PAUL ANKA DR & GIBFORD DR,369820.89055,5022838.78055,-75.67031150250,45.34248234720,2013-01-02,6:38:00 AM,03 - Snow,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
13-35,BRONSON AVE @ IMPERIAL AVE/PLYMOUTH ST,367326.21438,5029645.80286,-75.70127950980,45.40395709570,2013-01-02,9:52:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
13-36,BANK ST btwn BANK ST EXTENSION NB & JOHNSTON RD,370733.91147,5025078.09304,-75.65836369270,45.36254578060,2013-01-02,2:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
13-37,BERKELEY AVE @ RICHMOND RD,362907.08904,5028073.24399,-75.75791046490,45.39018823920,2013-01-02,12:07:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-38,TERRY FOX DR btwn KANATA AVE & Continuation of TERRY FOX DR,349974.32892,5019025.78621,-75.92389251860,45.30973090240,2013-01-02,12:00:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
13-39,BOTELER ST @ SUSSEX DR,367456.70717,5032952.37642,-75.69919226250,45.43369692990,2013-01-02,12:08:00 PM,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-40,REGIONAL ROAD 174 btwn TRANSIT & OR174 IC109 RAMP54,376378.71623,5034773.67519,-75.58490997910,45.44922752810,2013-01-02,12:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
13-41,GLADSTONE AVE btwn ELGIN ST & CARTIER ST,368422.48568,5030870.89079,-75.68711885030,45.41488125500,2013-01-02,12:00:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,99 - Other,0
13-42,REGIONAL ROAD 174 btwn OR174 IC109 RAMP54 & OR174 IC109 RAMP55,376444.09385,5034927.16482,-75.58405191860,45.45060183110,2013-01-02,12:36:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
13-43,REGIONAL ROAD 174 btwn OR174 IC109 RAMP54 & OR174 IC109 RAMP55,376412.36461,5034834.44601,-75.58447101370,45.44977085830,2013-01-02,12:43:00 PM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
13-44,HAIG DR @ SMYTH RD,372557.53067,5029298.14377,-75.63450892500,45.40034219840,2013-01-02,12:58:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-45,RUSSELL RD btwn SMYTH RD & ST. LAURENT BLVD,373399.80149,5029386.07882,-75.62373932670,45.40105137340,2013-01-02,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
13-46,HOLMWOOD AVE btwn RALPH ST & MONK ST,368340.32326,5029109.27439,-75.68839553290,45.39903826380,2013-01-02,1:07:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-47,REGIONAL ROAD 174 EB btwn HWY417 IC113 RAMP65 & OR174 BLAIR IC112 RAMP51,374631.12088,5032696.36630,-75.60754388040,45.43071386710,2013-01-02,1:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-48,DUNROBIN RD @ MARCH RD,347178.19781,5026070.80102,-75.95894640350,45.37329824180,2013-01-02,1:20:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-49,WEST HUNT CLUB RD WB btwn MERIVALE RD & ROYDON PL,365792.57037,5022061.16499,-75.72180516040,45.33584728500,2013-01-02,1:37:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
13-50,BURGUNDY LANE W @ VINEYARD DR W,378810.51269,5036948.58111,-75.55349778200,45.46854246790,2013-01-02,1:30:00 PM,01 - Clear,01 - Daylight,04 - Slush,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-51,CRESTWAY DR @ STRANDHERD DR,366348.70139,5015473.96853,-75.71552822340,45.27652781320,2013-01-02,1:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
13-52,REGIONAL ROAD 174 btwn OR174 IC105 RAMP51 & OR174 IC105 RAMP35,379440.48952,5037023.60829,-75.54543088930,45.46915046660,2013-01-02,3:32:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
13-53,BLAIR RD @ INNES RD,375578.73494,5031438.34053,-75.59561545440,45.41929960680,2013-01-02,2:45:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-54,CATHERINE ST @ LYON ST/HWY 417 LYON IC120BR36,367745.00878,5030088.11077,-75.69587382140,45.40789931510,2013-01-02,3:48:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-55,RAMSAYVILLE RD @ MITCH OWENS RD,381142.99277,5018033.20696,-75.52659779030,45.29810383310,2013-01-02,3:53:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-56,LEITRIM RD btwn LIMEBANK RD & HIGH RD,371428.32990,5019146.12008,-75.65029917560,45.30910599440,2013-01-02,4:00:00 PM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
13-57,PRINCE OF WALES DR btwn COLONNADE RD & STEPHANIE AVE,367445.07099,5023154.34097,-75.70058477710,45.34553788500,2013-01-02,2:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
13-58,CARLING AVE WB @ SAIGON CRT,364071.39019,5027194.74525,-75.74314788420,45.38218608910,2013-01-02,4:17:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
13-59,APPLEBY PRIV @ FISHER AVE,366959.10874,5024104.72208,-75.70666609340,45.35413246570,2013-01-02,4:24:00 PM,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
13-60,WEST HUNT CLUB RD btwn PRINCE OF WALES DR & HUNT CLUB RD,367634.06131,5021885.42683,-75.69833445050,45.33410353680,2013-01-01,8:00:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-61,O'GRADY ST btwn MANOTICK MAIN ST & DICKINSON ST,368944.97443,5009772.28430,-75.68317636740,45.22499249120,2013-01-02,4:33:00 PM,01 - Clear,05 - Dusk,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-62,LEEDS AVE @ SHEFFIELD RD,374869.03462,5029547.71828,-75.60495136750,45.40236021520,2013-01-02,4:47:00 PM,01 - Clear,05 - Dusk,06 - Ice,03 - Yield sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
13-63,CARLING AVE @ MERIVALE RD,364899.20015,5027696.89979,-75.73251716690,45.38663385070,2013-01-02,5:06:00 PM,03 - Snow,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
13-64,CLARKE AVE @ ST. LAURENT BLVD,371732.02348,5033358.85482,-75.64450063490,45.43695809600,2013-01-02,3:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-65,BANK ST @ MCLEOD ST,367954.10556,5030485.54870,-75.69315194740,45.41145650010,2013-01-02,5:00:00 PM,01 - Clear,05 - Dusk,03 - Loose snow,02 - Stop sign,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
13-66,GREENBANK RD btwn HIGHBURY PARK DR & WESSEX RD,363678.72041,5015376.05174,-75.74956720330,45.27587541250,2013-01-02,5:22:00 PM,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
13-67,MERIVALE RD/LOTTA AVE @ CLYDE AVE,364523.49685,5024511.17086,-75.73769977150,45.35800131110,2013-01-02,5:38:00 PM,01 - Clear,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-68,ST. LAURENT BLVD btwn COVENTRY RD & LEMIEUX ST,372371.04119,5031810.20445,-75.63654638530,45.42296261870,2013-01-02,5:43:00 PM,01 - Clear,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
13-69,BILLINGS BRIDGESC RAMP NB @ RIVERSIDE DR EB,369083.23321,5027763.33243,-75.67908263130,45.38686009270,2013-01-02,5:46:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-70,BANK ST @ GLADSTONE AVE,367927.49774,5030567.02540,-75.69348141750,45.41219200210,2013-01-02,6:00:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
13-71,BANK ST @ GLADSTONE AVE,367916.70642,5030572.69492,-75.69361854770,45.41224398790,2013-01-02,6:14:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,99 - Other,0
13-72,RIOCAN AVE btwn MARKETPLACE AVE & END,364310.25797,5014719.07411,-75.74159745200,45.26991075720,2013-01-02,7:39:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
13-73,TENTH LINE RD btwn ST. JOSEPH BLVD & OLD TENTH LINE RD,382949.25531,5038540.10703,-75.50032314330,45.48241077670,2013-01-02,8:54:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
13-74,BASELINE RD @ WOODROFFE AVE,362551.48873,5023779.81918,-75.76295344140,45.35158587570,2013-01-02,8:56:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-75,ISABELLA ST/HWY417 IC119AR75 @ METCALFE ST,368452.30361,5030395.92034,-75.68679925520,45.41060491770,2013-01-02,9:18:00 PM,01 - Clear,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-76,KING EDWARD AVE @ LAURIER AVE,368741.50576,5032039.84744,-75.68289155720,45.42537003280,2013-01-02,10:01:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-77,INDUSTRIAL AVE @ ALTA VISTA DR/SANDFORD FLEMIN,370887.42165,5030558.78520,-75.65567049260,45.41184459760,2013-01-02,10:06:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
13-78,HIGHWAY 417 btwn HWY417 IC96 RAMP61 & HWY417 IC88 RAMP16,388878.66064,5023666.61598,-75.42702521460,45.34790527000,2013-12-18,8:15:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
13-79,HWY 417 ST.LAURE IC115R51 @ ST. LAURENT BLVD,372538.79140,5031412.62685,-75.63445770670,45.41936917840,2013-01-03,12:34:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-80,PRINCE OF WALES DR @ MERIVALE RD,367448.81206,5017618.48572,-75.70123729140,45.29572679830,2013-01-03,1:31:00 AM,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-81,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),370973.56400,5023820.04419,-75.65547330610,45.35120367590,2013-01-03,3:40:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
13-82,DOWNPATRICK RD @ UPLANDS DR,370295.43154,5022807.34655,-75.66426100720,45.34215536810,2013-01-03,6:58:00 AM,01 - Clear,03 - Dawn,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-83,PIGEON TER btwn MCCARTHY RD & HUNTRIDGE PRIV,370133.20615,5023795.49676,-75.66620029660,45.35106159750,2013-01-03,7:45:00 AM,01 - Clear,03 - Dawn,05 - Packed snow,10 - No control,,03 - P.D. only,99 - Other,0
13-84,HWY 417 TERRYFO IC140R52 @ TERRY FOX DR,351052.47369,5018433.23104,-75.91019897770,45.30432875650,2013-01-03,7:47:00 AM,01 - Clear,03 - Dawn,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-85,ISABELLA ST/HWY417 IC119AR75 @ METCALFE ST,368453.05899,5030397.87588,-75.68678935290,45.41062244480,2013-01-03,8:07:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-86,MONTREAL RD/HANNAH ST @ CODY AVE,370258.31432,5033169.18750,-75.66336019540,45.43539106820,2013-01-03,9:22:00 AM,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-87,SUMMERVILLE AVE btwn HOLLINGTON ST & CHEVRIER ST,365570.16045,5026876.17177,-75.72405064390,45.37919121750,2013-01-02,11:00:00 PM,01 - Clear,07 - Dark,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-88,GREENBANK RD @ HWY 417 IC129 RAMP57/IRIS ST,360526.67447,5023306.28546,-75.78884621820,45.34748885390,2013-01-03,9:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-89,POPES LANE btwn BROADWAY AVE & BROADWAY AVE,368325.07801,5028858.87963,-75.68862248920,45.39678667180,2013-01-02,9:00:00 PM,01 - Clear,07 - Dark,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-90,CONCORD ST @ HAWTHORNE AVE,369223.01069,5030774.97621,-75.67690442890,45.41394500650,2013-01-03,11:49:00 AM,03 - Snow,01 - Daylight,06 - Ice,03 - Yield sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-91,GALETTA SIDE RD btwn FERRY RD & STONECREST RD,330807.53774,5037669.06728,-76.16733784130,45.47846290660,2013-01-03,12:39:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
13-92,ELGIN ST btwn SPARKS ST & QUEEN ST,367763.33579,5031809.14075,-75.69541983070,45.42338294410,2013-01-03,1:15:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,03 - Rear end,0
13-93,CANOTEK RD @ SHEFFORD RD,376029.72828,5035099.67278,-75.58932380160,45.45219630460,2013-01-03,1:10:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-94,FALLOWFIELD RD @ GREENBANK RD,363086.97062,5016734.48037,-75.75694910450,45.28814788760,2013-01-03,1:34:00 PM,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-95,MORRISON DR btwn ASHLEY ST & DRAPER AVE,360320.88902,5023136.92531,-75.79149115140,45.34598127290,2013-01-03,12:55:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,01 - Approaching,0
13-96,ABETTI RIDGE btwn ESPIN HTS & JOCKVALE RD,365050.70900,5013483.50300,-75.73231180870,45.25873004360,2013-01-03,1:51:00 PM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,01 - Approaching,0
13-97,SOMERSET ST    W btwn BELL ST N & ARTHUR ST,366804.52200,5030379.82028,-75.70785074160,45.41060798320,2013-01-03,2:15:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-98,SMYTH RD btwn HAIG DR & SAUNDERSON DR,372729.88214,5029324.76606,-75.63230400600,45.40056503230,2013-01-03,3:17:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,05 - Turning movement,0
13-99,MACLAREN ST btwn BAY ST & LYON ST N,367360.24684,5030612.95675,-75.70072208770,45.41265621890,2013-01-03,3:25:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-100,LAJOIE ST @ MONTREAL RD,370539.21104,5033337.52174,-75.65974788960,45.43687931470,2013-01-03,3:54:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-101,FIFTH AVE @ RUPERT ST,368589.70327,5029516.39425,-75.68515785310,45.40267872170,2013-01-03,4:22:00 PM,03 - Snow,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-102,GLEN PARK DR btwn INNES RD & FAIRGLEN MEWS,378018.89965,5032793.37447,-75.56423861980,45.43124021370,2013-01-03,5:00:00 PM,03 - Snow,05 - Dusk,06 - Ice,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
13-103,PRINCE OF WALES DR btwn NORMANDY CRES & FALAISE RD (1),367489.48281,5024631.95821,-75.69983075260,45.35882920670,2013-01-03,5:24:00 PM,03 - Snow,05 - Dusk,04 - Slush,10 - No control,,03 - P.D. only,07 - SMV other,0
13-104,HAWTHORNE RD btwn HAWTHORNE RD & WHYTE SIDE RD,375693.91432,5025952.95780,-75.59493214960,45.36993334430,2013-01-03,5:43:00 PM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
13-105,HAWTHORNE RD btwn AGES DR & STEVENAGE DR,375108.86262,5027391.69641,-75.60219545210,45.38293736670,2013-01-03,6:16:00 PM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,04 - Sideswipe,0
